1: 0.12740983001738787 +/- 0.007224570971931979
1.1: 0.08197284507357383 +/- 0.0036605255382484844
1.2000000000000002: 0.13110007368856003 +/- 0.005772490688066244
1.3000000000000003: 0.13679139370572632 +/- 0.005665958446236921
1.4000000000000004: 0.16618121016314433 +/- 0.007347395109488475
1.5000000000000004: 0.24430201979411958 +/- 0.01050420625002364
1.6000000000000005: 0.28940905009629186 +/- 0.012281564899130033
1.7000000000000006: 0.40007862484217904 +/- 0.01847705015277901
1.8000000000000007: 0.4409144927266936 +/- 0.018767407810200174
1.9000000000000008: 0.593546183568701 +/- 0.027363545392893027
2.000000000000001: 0.6763082314049819 +/- 0.02927917463123504
2.100000000000001: 0.9629936855440094 +/- 0.04393287392223479
2.200000000000001: 1.1585683916550704 +/- 0.050083333146358315
2.300000000000001: 1.020921555128518 +/- 0.04784406419968548
2.4000000000000012: 0.954629628495959 +/- 0.04415308944999016
2.5000000000000013: 0.8091885387042751 +/- 0.03612870121500859
2.6000000000000014: 0.6837900066953255 +/- 0.031035112623143693
2.7000000000000015: 0.6401498223984777 +/- 0.028055980652422725
2.8000000000000016: 0.5309682268990027 +/- 0.022011008776114182
2.9000000000000017: 0.449584233208817 +/- 0.020153072162534248
3.0000000000000018: 0.4104856210137609 +/- 0.01786062784981371
