1: 0.02296457259654999 +/- 0.0012706940873004088
1.1: 0.03791949851823247 +/- 0.0017791801264695896
1.2000000000000002: 0.06858856125838225 +/- 0.0035885581679834188
1.3000000000000003: 0.09462795790130565 +/- 0.004361598448025997
1.4000000000000004: 0.1505796368131223 +/- 0.006694591052882176
1.5000000000000004: 0.1857087859974966 +/- 0.008769463107074929
1.6000000000000005: 0.23182196969632043 +/- 0.01001134527733987
1.7000000000000006: 0.34161601672535513 +/- 0.014374149358204852
1.8000000000000007: 0.4836860013017312 +/- 0.020694274291976143
1.9000000000000008: 0.5425150360311494 +/- 0.024063569141127915
2.000000000000001: 0.7228685546368354 +/- 0.031990220891857206
2.100000000000001: 0.934053658183469 +/- 0.04146248817982129
2.200000000000001: 1.6032416877684685 +/- 0.07364637937889057
2.300000000000001: 1.8622557116485763 +/- 0.07737844706442701
2.4000000000000012: 1.0887215816979803 +/- 0.049558181205047284
2.5000000000000013: 0.8498679902866473 +/- 0.03907828304901799
2.6000000000000014: 0.6994988628741919 +/- 0.03420957489238992
2.7000000000000015: 0.5358149940468395 +/- 0.02396028774793297
2.8000000000000016: 0.4792100939303821 +/- 0.021291097426986243
2.9000000000000017: 0.43161409533672285 +/- 0.019066309130909103
3.0000000000000018: 0.3867085316010643 +/- 0.016979228278846542
