1: 2498.208080808081
1.1: 2496.2484848484846
1.2000000000000002: 2492.5292929292928
1.3000000000000003: 2486.820202020202
1.4000000000000004: 2478.2040404040404
1.5000000000000004: 2466.660606060606
1.6000000000000005: 2449.177777777778
1.7000000000000006: 2425.1131313131314
1.8000000000000007: 2392.989898989899
1.9000000000000008: 2345.9050505050504
2.000000000000001: 2280.361616161616
2.100000000000001: 2178.1050505050507
2.200000000000001: 1907.9070707070707
2.300000000000001: 1214.5676767676769
2.4000000000000012: 493.6242424242424
2.5000000000000013: 313.3636363636364
2.6000000000000014: 255.86868686868686
2.7000000000000015: 201.41616161616162
2.8000000000000016: 167.5919191919192
2.9000000000000017: 147.32323232323233
3.0000000000000018: 137.26868686868687
