1: 0.0015455092333257199
1.1: 0.002988015694374388
1.2000000000000002: 0.006093821719288825
1.3000000000000003: 0.009378087322299295
1.4000000000000004: 0.017381467197356476
1.5000000000000004: 0.02499123599653442
1.6000000000000005: 0.037787553310859937
1.7000000000000006: 0.07277512282659022
1.8000000000000007: 0.12491265970613388
1.9000000000000008: 0.18087295582086627
2.000000000000001: 0.3462356649322434
2.100000000000001: 0.7825941461753984
2.200000000000001: 8.239710459229617
2.300000000000001: 59.950243800144534
2.4000000000000012: 57.453407995102516
2.5000000000000013: 23.053141456749294
2.6000000000000014: 14.956158383210495
2.7000000000000015: 9.423518804052492
2.8000000000000016: 6.228954960281016
2.9000000000000017: 4.5333233183102335
3.0000000000000018: 3.9125676590824043
